ADM4_EN,ADM4_UA,ADM4_RU,ADM4_PCODE,ADM3_EN,ADM3_UA,ADM3_RU,ADM3_PCODE,ADM2_EN,ADM2_UA,ADM2_RU,ADM2_PCODE,ADM1_EN,ADM1_UA,ADM1_RU,ADM1_PCODE,ADM0_EN,ADM0_UA,ADM0_RU,ADM0_PCODE,AREA_SQKM,ADM4_RP_LAT,ADM4_RP_LON,ADM0_CAPITAL,ADM1_CAPITAL,ADM2_CAPITAL,AMD3_CAPITAL,CODETOPO,ADM4_TYPE_EN,ADM4_TYPE_UA,SOV_ID,KOATUU,Minrehion,
Verkhobuzh,Верхобуж,Верхобуж,UA4604007007,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.75270651,49.869918,25.092439,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621883602,UA46040070070081500,
Voroniaky,Вороняки,Вороняки,UA4604007008,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,10.51914399,49.779837,24.883478,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621881801,UA46040070080020117,
Havarechchyna,Гавареччина,Гаваретчина,UA4604007009,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.59979996,49.920083,24.884652,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621880403,UA46040070090063960,
Holohirky,Гологірки,Гологорки,UA4604007010,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.29867236,49.765824,24.712112,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621881502,UA46040070100055128,
Holohory,Гологори,Гологоры,UA4604007011,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,4.23312657,49.743257,24.702469,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882601,UA46040070110025106,
Honcharivka,Гончарівка,Гончаровка,UA4604007012,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.43815734,49.873247,24.785324,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882701,UA46040070120037386,
Horodyliv,Городилів,Городилов,UA4604007013,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.55163786,49.836790,24.891744,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882802,UA46040070130029087,
Hrabovo,Грабово,Грабово,UA4604007014,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.19133189,49.902773,24.949540,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621886410,UA46040070140097229,
Hutyshche,Гутище,Гутище,UA4604007015,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.28989504,49.920534,24.944580,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621886403,UA46040070150063914,
Derevianky,Дерев'янки,Деревянки,UA4604007016,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.4010292,49.812010,25.076108,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621885202,UA46040070160023074,
Yelykhovychi,Єлиховичі,Елиховичи,UA4604007017,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.78224663,49.836579,24.931948,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882801,UA46040070170041479,
Zhulychi,Жуличі,Жуличи,UA4604007018,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.8853189,49.862354,24.862269,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621885803,UA46040070180041699,
Zalissia,Залісся,Залесье,UA4604007019,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.71977293,49.792441,24.823555,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621888503,UA46040070190084942,
Zarvanytsia,Зарваниця,Зарваница,UA4604007020,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.75736669,49.769284,24.980177,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621887602,UA46040070200080271,
Zashkiv,Зашків,Зашков,UA4604007021,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.98870531,49.731459,24.739145,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882602,UA46040070210021936,
Zozuli,Зозулі,Зозули,UA4604007022,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.24303864,49.819223,24.944458,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882803,UA46040070220081177,
Zolochivka,Золочівка,Золочевка,UA4604007023,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.19039558,49.805050,24.927334,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621887603,UA46040070230092809,
Kamianyste,Кам'янисте,Каменистое,UA4604007024,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.57537198,49.742768,25.108349,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621885203,UA46040070240056192,
Kyikiv,Кийків,Кийков,UA4604007025,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.16754569,49.780409,24.953852,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621887613,UA46040070250038219,
Kniazhe,Княже,Княже,UA4604007026,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.70066012,49.821712,24.797072,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621883301,UA46040070260044551,
Kobylechchyna,Кобилеччина,Кобылеччина,UA4604007027,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.48773624,49.769299,24.950676,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621887609,UA46040070270084099,
Kozaky,Козаки,Казаки,UA4604007028,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.30448533,49.796956,24.985356,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621887604,UA46040070280043651,
Koltiv,Колтів,Колтов,UA4604007029,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.6095586,49.842968,25.052754,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621883601,UA46040070290062344,
Kopani,Копані,Копани,UA4604007030,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,3.14835784,49.825707,24.973010,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882804,UA46040070300093749,
Kruhiv,Кругів,Кругов,UA4604007031,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.61422881,49.830462,25.127030,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621883603,UA46040070310016379,
Lisovi,Лісові,Лесовые,UA4604007032,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.79913602,49.724867,24.718074,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882603,UA46040070320028202,
Luh,Луг,Луг,UA4604007033,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.66030914,49.805788,24.954543,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621882805,UA46040070330059625,
Luka,Лука,Лука,UA4604007034,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.41832634,49.781228,25.012956,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621887605,UA46040070340061850,
